monster_id,monster_name
1076,"Red Sky Fruit, Strawberry Dragon"
1077,Berry Dragon
1078,"Blue Sky Fruit, Berry Dragon"
1079,Melon Dragon
1080,"Green Sky Fruit, Melon Dragon"
1081,Lemon Dragon
1082,"Yellow Sky Fruit, Lemon Dragon"
1083,Grape Dragon
1084,"Purple Sky Fruit, Grape Dragon"
1085,Red Dragon Fruit
1086,Blue Dragon Fruit
1087,Green Dragon Fruit
1088,"Blue Dragon Caller, Sonia"
1089,"Endless Blue Dragon Caller, Sonia"
1090,Hurricane Volcano Dragon
1091,Blast Aurora Dragon
1092,Generate Earth Dragon
1093,Tornado Holy Dragon
1094,Cyclone Devil Dragon
1095,Water Twin Star Leviathan
1096,Wind Twin Star Fafnir
1097,Heracles
1098,"Champion of Olympus, Heracles"
1099,"Crimson Lotus Mistress, Echidna"
1100,"Sea God's Songstress, Siren"
1101,"World Tree Sprite, Alraune"
1102,"Creation Tree Spirit, Alraune"
1103,"Heavenly Herald, Archangel"
1104,"Sanctuary Guardian, Archangel"
1105,"Moonbeam Fang Witch, Lilith"
1106,"Pitch Black Night Princess, Lilith"
1107,"Phantom God, Odin"
1108,"Awoken Phantom God, Odin"
1109,Flame Twin Star Ifrit
1110,Light Twin Star Divinegon
1111,Dark Twin Star Tiamat
1112,"Karmic Destroyer, Shiva"
1113,"Demolishing Creator, Shiva"
1114,"Heavenly Fortune Goddess, Lakshmi"
1115,"Purple Lotus Chanter, Lakshmi"
1116,"White Hot Dancing Goddess, Parvati"
1117,"Jade Oracle, Parvati"
1118,Sandalphon
1119,Awoken Sandalphon
1120,Berserker Z
1121,"Blazing Hammer Brute, Prometheus"
1122,Ur-Chimera
1123,Guivre Chimera
1124,GrimRock
1125,GrimCrystal
1126,Radious
1127,Angelious
1128,Dragon Samurai
1129,Dragon Shogun
1130,Avalon Drake
1131,"Guardian Dragon, Avalon Drake"
1132,"Dark Red Skydragon, El Dorado"
1133,"Dark Blue Skydragon, Nirai Kanai"
1134,"Dark Holy Skydragon, Shangri-La"
1135,"Dark Night Skydragon, Elysium"
1136,Kitty Flamie
1137,Kitty FlaBaddie
1138,Kitty Bubblie
1139,Kitty BubFlamie
1140,Kitty Woodie
1141,Kitty WoodBubblie
1142,Kitty Shynee
1143,Kitty ShyWoodie
1144,Kitty Baddie
1145,Kitty BadShynee
1146,Kittyn & Mimmyna
1147,Apple Springs Kittyn & Mimmyna
1148,Apple Drawn
1149,Hello Kitty World Joker
1150,Hello Kitty
1151,Kitty & Tyrra
1152,Kerokerokeroppi
1153,Keroppi & Plessie
1154,My Melody
1155,Melody & Brachy
1156,Bad Badtz-Maru
1157,Pierdra Badtz-Maru
1158,Kuromi
1159,Lilith Kuromi
1160,Cinnamoroll
1161,Angel Cinnamon
1162,Pompompurin
1163,TAMADRApurin
1164,Goddess Hello Kitty
1165,Princess Valkitty
1166,"Red Flower Dragon, Barbados"
1167,"Blue Flower Dragon, Starling"
1168,"Green Flower Dragon, Casablanca"
1169,"Orange Flower Dragon, Helianthus"
1170,"Purple Flower Dragon, Orchid"
1171,Puchilip
1172,Puchirose
1173,Puchilium
1174,Puchianthus
1175,Puchiorchid
1176,Keeper of Gold
1177,ドラゴンネッキー
1178,Red Fairy
1179,"Fire Sprite, Parrot"
1180,Blue Fairy
1181,"Water Sprite, Sharulu"
1182,Green Fairy
1183,"Wood Sprite, Lily"
1184,Yellow Fairy
1185,"Light Sprite, Sunrich"
1186,Black Fairy
1187,"Dark Sprite, Cattleya"
1188,Hera-Beorc
1189,Awoken Hera-Beorc
1190,"Ancient Draggie Knight, Zeal"
1191,"Blazing Shrine Maiden, Chiyome"
1192,"Blue Wind Ninja Princess, Hatsume"
1193,"Gusting Prodigy, Sasuke"
1194,"Thunder Horn Master, Fuma Kotaro"
1195,"Moonlit Shadow, Hattori Hanzo"
1196,"King of the Skies, Rathalos & Rathalos Cat"
1197,"Queen of the Land, Rathian & Rathian Cat"
1198,"Awoken Odin Cat, the War Deity"
1199,"Awoken Odin & Odin Cat, the War Deities"
1200,"Asuka&Upgraded Eva Unit-02, Code 777"
1201,"Shinji&Kaworu&Unit-13, FI"
1202,Misato&AAA Wunder
1203,"Misato&AAA Wunder, Powered Up"
1204,The Ninth Angel
1205,The Ninth Angel - Assault Mode
1206,"5 Mechdragon Fusion, God Canopus"
1207,"5 Mechdragon Combo, Demon Hadar"
1208,"Dragon Emperor, Buster Siegfried"
1209,"Wolf Hero, Ignis Cu Chulainn"
1210,"The Eternal Bird, Phoenix"
1211,"Devil of the Depths, Kraken"
1212,"Royal Hunting Beast, Griffin"
1213,"Saintly Maidens' Protector, Unicorn"
1214,"Underworld Guard Dog, Cerberus"
1215,Maleficent Dragon Lord Zaerog
1216,Rebel Seraph Lucifer
1217,"Keeper of the Sacred Texts, Metatron"
1218,"Kirin of the Sacred Gleam, Sakuya"
1219,Himi Udon
1220,"Toyama Bay Tradition, Himi Udon"
1221,Batman+S. Gloves Act FB
1222,Gaia
1223,Awoken Gaia
1224,"Twin Dragon, Wangren"
1225,"Flamewing Twin Dragon King, Wangren"
1226,"Twin Dragon, Beyzul"
1227,"Icewing Twin Dragon King, Beyzul"
1228,Awoken Odin TAMADRA
1229,"Awoken Odin TAMADRA, the War Deity"
1230,"Awoken Phantom God, Odin TAMADRA"
1231,Cao Cao
1232,"Conquering Martial Deity, Cao Cao"
1233,Sun Quan
1234,"Courageous Divine General, Sun Quan"
1235,Liu Bei
1236,"Moral Commanding Deity, Liu Bei"
1237,Da Qiao & Xiao Qiao
1238,"Divine Flowers, Da Qiao & Xiao Qiao"
1239,Lu Bu
1240,"Divine Flying General, Lu Bu"
1241,"Bearded Deity, Guan Yu"
1242,"Steadfast Bearded Deity, Guan Yu"
1243,"Loyal Deity, Guan Yu"
1244,"Valiant & Loyal Deity, Guan Yu"
1245,"Shining Monk, Xuanzang"
1246,"Gleaming-Eyed Dragon Monk, Xuanzang"
1247,"Shadow Monk, Xuanzang"
1248,"Dark-Eyed Dragon Monk, Xuanzang"
1249,Hera-Sowilo
1250,Awoken Hera-Sowilo
1251,Zeus Vulcan
1252,Awoken Zeus Vulcan
1253,"Blazing Dragonfire Angel, Uriel"
1254,"Guiding Archangel, Gabriel"
1255,"Unyielding Archangel, Michael"
1256,"Savior Archangel, Raphael"
1257,"Surging Demon Lord, Belial"
1258,"Chivalrous Demon Lord, Amon"
1259,"Dreaming Archdemon, Astaroth"
1260,"Pure Demon Lord, Astaroth"
1261,"Haughty Demon Lord, Baal"
1262,"Divine Flower Suzaku, Leilan"
1263,"Divine Harbinger Suzaku, Leilan"
1264,"Life Protector Seiryuu, Karin"
1265,"Ethereal Guardian Seiryuu, Karin"
1266,"Underworld Protector Genbu, Meimei"
1267,"Doumyou Guardian Genbu, Meimei"
1268,"Lunar Corona Byakko, Haku"
1269,"Banishing Claw Byakko, Haku"
1270,"Burning Maiden, Princess Valkyrie"
1271,"Phoenix Blossom, Graceful Valkyrie"
1272,"Red Mech General, Elder Jotunn"
1273,"Blue Mech General, Mar Midgard"
1274,"Green Mech General, Viz Asgard"
1275,Judge Golem
1276,Slumbering Dragon
1277,Awoken Dragon
1278,Yo Minazuki
1279,Yo & King Siegfried
1280,Chika Makimura
1281,Chika & War Deity Minerva
1282,Murakumo Takeda
1283,Murakumo & Red Giant Gigas
1284,Leona Okita
1285,"Leona & Enchantress of the Sea, Siren"
1286,Folen Lazule
1287,Folen & Hunting Deity Artemis
1288,Patricia Ezel
1289,Patricia & Valkyrie
1290,Henry Boram
1291,Henry & Chaos Devil Dragon
1292,Tinnin
1293,Tinnin & Angel
1294,Ancient Blue Sacred Mask
1295,Ancient Green Sacred Mask
1296,"Iwato's Dancing Goddess, Ame no Uzume"
1297,"Divine Wardens, Umisachi & Yamasachi"
1298,"Devoted Miko Goddess, Kushinadahime"
1299,"Radiant God of Creation, Izanagi"
1300,"Roaming National Founder, Okuninushi"
1301,"Dino Rider, Wild Drake"
1302,"Beast Rider, Wiz Merlin"
1303,"Marine Rider, Bard Robin"
1304,"Dragon Rider, King Arthur"
1305,"Gryps Rider, Vector Finn"
1306,Wadatsumi
1307,Awoken Wadatsumi
1308,Wolyafa
1309,"Golden Fox Spirit, Wolyafa"
1310,Hati Bebe
1311,"Gale Wolf, Hati"
1312,Mistress
1313,"Purple Queen Bee, Mistress"
1314,Skeggiold
1315,Baphomet
1316,"Underworld Tyrant, Baphomet"
1317,King Mastering
1318,ECO Super Tiny Alma
1319,I Love PAD Bear
1320,"Forest Dragon War Princess, Saint Plan"
1321,Brood
1322,GC CRAB Ver.3
1323,King DeviTAMA
1324,Extreme King Metal Dragon
1325,Jewel of Fire
1326,Jewel of Water
1327,Jewel of Wood
1328,Jewel of Light
1329,Jewel of Darkness
1330,Krishna
1331,"Divine Brave General, Krishna"
1332,Sarasvati
1333,"Blessed River Goddess, Sarasvati"
1334,Vishnu
1335,"Creator God, Vishnu"
1336,Ganesha
1337,"Scholarly God, Ganesha"
1338,Durga
1339,"Demon Slaying Goddess, Durga"
1342,"Gleaming Kouryu Emperor, Fagan"
1343,"Dark Kouryu Emperor, Fagan"
1344,"Sword-Wielding God of Victory, Freyr"
1345,"Eternal Twin Stars, Idunn & Idunna"
1346,"Bountiful Arbor Goddess, Freyja"
1347,"The Retriever of Mjolnir, Thor"
1348,"Cunning Trickster God, Loki"
1349,Exa-Hydra
1350,Zeta Hydra
1351,WoodBahn
1352,ForestBahn
1353,"Storm Dragon, Mistrain"
1354,"Phantom Thunder Dragon, Sagirinokami"
1355,Anima
1356,"Phantom Dragon, Anima"
1357,Cursed Dragon
1358,"Immortal Dragon, Cursed Wyrm"
1359,Apocalypse
1360,"Destroyer Dragon, Apocalypse"
1361,"Scorched Land Dragon Knight, Himiko"
1362,"Hidden Sea Dragon Knight, Cleopatra"
1363,"Heavenly Wind Dragon Knight, Ishtar"
1364,"Holy Hour Dragon Knight, Jeanne d'Arc"
1365,"Shadow Moon Dragon Knight, Mulan"
1366,Firon
1367,Waron
1368,Winron
1369,Shiron
1370,Shadron
1371,"Crazed King of Purgatory, Beelzebub"
1372,"Sleeping Dragon, Zhuge Liang"
1373,"Genius Sleeping Dragon, Zhuge Liang"
1374,"Life Dragon, Zhuge Liang"
1375,"Celestial Life Dragon, Zhuge Liang"
1376,Frieza - First Form
1377,Frieza - Second Form
1378,Frieza - Third Form
1379,Frieza - Final Form
1380,Zarbon
1381,Frieza's henchmen - Zarbon
1382,Recoome
1383,Ginyu Force - Recoome
1384,Burter
1385,Ginyu Force - Burter
1386,Jeice
1387,Ginyu Force - Jeice
1388,Guldo
1389,Ginyu Force - Guldo
1390,Ginyu
1391,Ginyu Force - Ginyu
1392,Saibaman
1393,Korin
1394,Goku
1395,Super Saiyan - Goku
1396,Gohan
1397,Super Saiyan - Gohan
1398,Vegeta
1399,Super Saiyan - Vegeta
1400,Trunks
1401,Super Saiyan - Trunks
1402,Piccolo
1403,Namekian - Piccolo
1404,Krillin
1405,Earth Defender - Krillin
1406,Yamcha
1407,Earth Defender - Yamcha
1408,Tenshinhan
1409,Earth Defender - Tenshinhan
1410,Chiaotzu
1411,Earth Defender - Chiaotzu
1412,Red Riding Hood
1413,"Happy Forest Maiden, Red Riding Hood"
1414,Snow White
1415,"Queen of the Dwarfs, Snow White"
1416,Thumbelina
1417,"Four Leaf Clover Princess, Thumbelina"
1418,Cinderella
1419,"White Coach Princess, Cinderella"
1420,Sleeping Beauty
1421,"Thorn Princess, Sleeping Beauty"
1422,"Guardian of the Sacred City, Athena"
1423,"Shining Lance Wielder, Odin"
1424,Zhang Fei
1425,"Decisive General, Zhang Fei"
1426,"Bronze Saint, Seiya"
1427,"Bronze Saint, Pegasus Seiya"
1428,"Bronze Saint, Hyōga"
1429,"Bronze Saint, Cygnus Hyōga"
1430,"Bronze Saint, Shiryu"
1431,"Bronze Saint, Dragon Shiryu"
1432,"Bronze Saint, Shun"
1433,"Bronze Saint, Andromeda Shun"
1434,"Bronze Saint, Ikki"
1435,"Bronze Saint, Phoenix Ikki"
1436,"Successor of Graude Foundation, Saori"
1437,"Reincarnation of Athena, Saori"
1438,"Gold Saint, Seiya"
1439,"Gold Saint, Sagittarius Seiya"
1440,"Gold Saint, Aldebaran"
1441,"Gold Saint, Taurus Aldebaran"
1442,"Gold Saint, Saga"
1443,"Gold Saint, Gemini Saga"
1444,"Gold Saint, Deathmask"
1445,"Gold Saint, Cancer Deathmask"
1446,"Gold Saint, Aiolia"
1447,"Gold Saint, Leo Aiolia"
1448,"Gold Saint, Shaka"
1449,"Gold Saint, Virgo Shaka"
1450,"Gold Saint, Milo"
1451,"Gold Saint, Scorpio Milo"
1452,"Gold Saint, Shura"
1453,"Gold Saint, Capricorn Shura"
1454,"Gold Saint, Camus"
1455,"Gold Saint, Aquarius Camus"
1456,"Gold Saint, Aphrodite"
1457,"Gold Saint, Pisces Aphrodite"
1458,"Mystic Pentad Dragon, Folklore"
1459,"Mystic Pentad Dragon, Kotodama"
1460,Noah
1461,Awoken Noah
1462,Sopdet
1463,Awoken Sopdet
1464,Thoth
1465,Awoken Thoth
1466,Ra TAMADRA
1467,Amaterasu Ohkami TAMADRA
1468,Tsukuyomi TAMADRA
1469,"Voice of God, Metatron TAMADRA"
1470,"Hand of the Dark God, Metatron TAMADRA"
1471,"Swift Dragon Emperor, Threedia"
1472,"Stormwing Dragon Emperor, Threedia"
1473,"Bold Pirate Dragon King, Zaerog"
1474,Yatagarasu
1475,サーティワン・たまドラ
1476,Batman+BW Stealth
1477,スサノオ王子
1478,ミコト爆神
1479,Super Hades
1480,Super Awoken Hades
1481,十字架サクヤ
1482,Cross Sakuya
1483,ギガ満助
1484,忍ギガ満
1485,魔人ヴァンパイア
1486,ヴァンＰ魔
1487,ヘッドロココ
1488,エキドナロココ
1489,シャーマンカーン
1490,シャーマンラーン
1491,魔肖ネロ
1492,魔肖ピエドラ
1493,Satan Maria
1494,Hera Maria
1495,Super Zeus
1496,Super Awoken Zeus
1497,Black Zeus
1498,Awoken Black Dios
1499,ヘラクライスト
1500,覚醒ヘラクオーディン
1501,ヤ魔モトＰ
1502,Fire Dragon Swordsman
1503,Fire Dragon Knight
1504,Water Dragon Swordsman
1505,Water Dragon Knight
1506,Shining Dragon Swordsman
1507,Shining Dragon Knight
1508,超絶キングゴールドネッキー
1509,Mephistopheles
1510,Awoken Mephistopheles
1511,"Bonfire Fox, Mitsuki"
1512,"Distant Sea Talent, Ruka"
1513,"Shrine Priestess, Kano"
1514,"Nomadic Dancer, Fuu"
1515,"Cryptic Feline, Kurone"
1516,"Lively Maiden, Princess Valkyrie"
1517,"Thorned Guardian, Graceful Valkyrie"
1518,"Keeper of Paradise, Metatron"
1519,Spirit
1520,Metabon
1521,Royal Green Hawk
1522,Picosuke
1523,Flame Knight Areon
1524,"Noble Dragon, Yoroku"
1525,"Honorable Dragon General, Kanetsugu"
1526,High Fire Ninja
1527,High Water Ninja
1528,High Wood Ninja
1529,High Light Ninja
1530,High Dark Ninja
1531,Zeus Mercury
1532,Awoken Zeus Mercury
1533,Awoken Minerva
1534,Awoken Neptune
1535,Awoken Ceres
1536,Awoken Dancing Queen Hera-Ur
1537,Red Shieldra
1538,Flame Shield Knight
1539,Blue Shieldra
1540,Aqua Shield Knight
1541,Green Shieldra
1542,Gaia Shield Knight
1543,Yellow Shieldra
1544,Light Shield Knight
1545,Purple Shieldra
1546,Shadow Shield Knight
1547,Flampy
1548,Bubpy
1549,Woodpy
1550,Shynpy
1551,Badpy
1552,"Heaven-Shaking Archdemon, Lucifer"
1553,"Hell-Creating Archdemon, Lucifer"
1554,Ultimate Taiko God Don-chan
1555,"Eight-Headed Dragon God, Viper Orochi"
1556,"Demon Slayer, Susano no Mikoto"
1557,"Dancing Flame, Amaterasu Ohkami"
1558,Super Saiyan 3 - Goku
1559,Ultimate Gohan
1560,超サイヤ人・破壊王子ベジータ
1561,超サイヤ人第三段階・トランクス
1562,God - Piccolo
1563,Android 16
1564,人造人間16号・戦闘態勢
1565,Android 17
1566,人造人間17号・戦闘態勢
1567,Android 18
1568,人造人間18号・戦闘態勢
1569,Cell - First Form
1570,Cell - Second Form
1571,Cell - Final Form
1572,Pui Pui
1573,Yakon
1574,宇宙の魔獣・ヤコン
1575,Dabura
1576,暗黒魔界の王・ダーブラ
1577,Babidi
1578,魔導師バビディ
1579,Majin Buu
1580,Majin Buu - Innocent VS Pure Evil
1581,Majin Buu - Evil
1582,Majin Buu - Pure
1583,Mr. Satan
1584,Champion Mr. Satan
1585,"Goddess of Secrets, Kali"
1586,"Shining Goddess of Secrets, Kali"
1587,"Goddess of Power, Kali"
1588,"Destroying Goddess of Power, Kali"
1589,Guan Yinping
1590,"Peach Garden General, Guan Yinping"
1591,"Flame Insect Dragon, Flammesickle"
1592,"Water Insect Dragon, Deadjumper"
1593,"Earth Insect Dragon, Gigarock"
1594,"Light Insect Dragon, Pulseneedle"
1595,"Dark Insect Dragon, Mutecocoon"
1596,Oneton
1597,Twinton
1598,Tripton
1599,Cuaton
1600,Quinton
1601,"Vibrant Butterfly Dragon, Swallowtail"
1602,"Apex Blue Flower Dragon, Starling"
1603,Regios Cat
1604,Seregios & Regios Cat
1605,Kut-Ku Cat
1606,Yian Kut-Ku & Kut-Ku Cat
1607,Gore Cat
1608,Gore Magala & Gore Cat
1609,Cat Khezu
1610,Khezu & Cat Khezu
1611,Rex Cat
1612,Tigrex & Rex Cat
1613,"Moonlit Feline Goddess, Bastet"
1614,"Fire Wizard, Laila"
1615,"Inferno Sorcerer, Laila"
1616,"Water Wizard, Sharon"
1617,"Pure Water Sorcerer, Sharon"
1618,"Wood Wizard, Leeza"
1619,"Sacred Tree Sorcerer, Leeza"
1620,"Light Wizard, Rei Sirius"
1621,"Flash Sorcerer, Rei Sirius"
1622,"Dark Wizard, Dill Sirius"
1623,"Ebon Sorcerer, Dill Sirius"
1624,"Wandering Wizard, Wee Jas"
1625,"Space-Time Sorcerer, Wee Jas"
1626,"Jester Wizard, Chester"
1627,"Dimensional Sorcerer, Chester"
1628,Cauchemar
1629,"Chivalric Demon Prince, Cauchemar"
1630,"Star Dragon Emperor, Defoud"
1631,"Dark Sky Star Dragon Emperor, Defoud"
1632,ABE Fencer Red
1633,ABE Knight Red
1634,ABE Trickster Blues
1635,ABE Archer Blues
1636,ABE Mage Chuck
1637,ABE Wizard Chuck
1638,ABE Cleric Matilda
1639,ABE Priest Matilda
1640,ABE Pirate Bomb
1641,ABE Capt'n Bomb
1642,ABE Guard Captain Pig
1643,ABE Royal Guard Pig
1644,"Arbiter of Judgement, Metatron"
1645,"Marvelous Red Dragon Caller, Sonia"
1646,"King of Hell, Satan"
1647,"Dark Knight, Gravis"
1648,"Corpse Armor Dark Knight, Gravis"
1649,"Red Knight, Nim"
1650,"Armored Blue Flame Knight, Nim"
1651,"Blue Knight, Muse"
1652,"Armored Green Ice Knight, Muse"
1653,"Green Knight, Delgado"
1654,"Armored Red Storm Knight, Delgado"
1655,"Holy Knight, Arcline"
1656,"Armored Blue Blade Knight, Arcline"
1657,"Evil Knight, Creuse"
1658,"Armored Dual Blade Knight, Creuse"
1659,Set
1660,"Burning God, Set"
1661,Nut
1662,"Goddess of the Starry Sky, Nut"
1663,Osiris
1664,"God of Dark Riches, Osiris"
1665,Hathor
1666,"Sacred Life Goddess, Hathor"
1667,Nephthys
1668,"Goddess of the Dead, Nephthys"
1669,The Norn Urd
1670,"Norn of the Past, Urd"
1671,The Norn Verdandi
1672,"Norn of the Present, Verdandi"
1673,The Norn Skuld
1674,"Norn of the Future, Skuld"
1675,Superman
1676,"Last Son of Krypton, Superman"
1677,Supergirl
1678,"Survivor of Krypton, Supergirl"
1679,Aquaman
1680,"King of Atlantis, Aquaman"
1681,Green Arrow
1682,"Ace Archer, Green Arrow"
1683,The Flash
1684,"Crimson Speedster, The Flash"
1685,Batgirl & Batwoman
1686,"Vigilantes, Batgirl & Batwoman"
1687,Wonder Woman
1688,"Wisdom of Athena, Wonder Woman"
1689,Harley Quinn
1690,"Mad Love, Harley Quinn"
1691,Silver Banshee
1692,"Wail of Death, Silver Banshee"
1693,Lex Luthor
1694,"Evil Genius, Lex Luthor"
1695,Doomsday
1696,"Ultimate Lifeform, Doomsday"
1697,Poison Ivy
1698,"Master Toxicologist, Poison Ivy"
1699,Darkseid
1700,"Dread Lord, Darkseid"
1701,ChibiDra
1702,Memorial TAMADRA
1703,ラオウデビドラ
1704,"Drifting Wizard, Wee Jas"
1705,"Endless Era Sorcerer, Wee Jas"
1706,"Red Sky Wizard, Chester"
1707,"Twilight Sorcerer, Chester"
1709,Gold TAMADRA
1710,Zhao Yun
1711,"Mighty Dragon General, Zhao Yun"
1712,"Unyielding Samurai Dragon King, Zaerog"
1713,"5-Ore Magic Stone Dragon, Mithril Edge"
1714,"sleeping dragon, zhuge liang"
1715,"genius sleeping dragon, zhuge liang"
1716,"bearded deity, guan yu"
1717,"steadfast bearded deity, guan yu"
1718,"Silver Saint, Shaina"
1719,"Silver Saint, Ophiuchus Shaina"
1720,"Gold Saint, Mu"
1721,"Gold Saint, Aries Mu"
1722,"Gold Saint, Dohko"
1723,"Gold Saint, Libra Dohko"
1724,託されし魂・龍星座の紫龍
1725,"黄金の一矢, Sagittarius Seiya"
1726,Awoken Hino Kagutsuchi
1727,"Divine Law Goddess, Valkyrie Rose"
1728,"Phoenix Goddess, Valkyrie Femme"
1729,"Azure Goddess, Valkyrie Reine"
1730,"Thorned Goddess, Valkyrie Elize"
1731,"Black-Winged Goddess, Valkyrie Claire"
1732,"Stormy God-Emperor, Yamato Takeru"
1733,"Blue Chain Starsea Goddess, Andromeda"
1734,"Green Star Vanquishing Deity, Perseus"
1735,"Revered Monkey King, Sun Wukong"
1736,"Wailing Bleak Night Goddess, Pandora"
1737,"Permafrost Queen, Hera-Is"
1738,"Dominating Warrior King, Cao Cao"
1739,"Unifying Martial Deity, Cao Cao"
1740,"Bold Divine General, Sun Quan"
1741,"Soaring Dragon General, Sun Quan"
1742,"Guardian Divine Emperor, Liu Bei"
1743,"Restrained Dragon Hero, Liu Bei"
1744,"Sacred Dragon Princess, Da Qiao"
1745,"Sacred Divine Flower, Xiao Qiao"
1746,"Chaotic Flying General, Lu Bu"
1747,"Sparkling Goddess of Secrets, Kali"
1748,Awoken Hades
1749,"Red Grimoire, Theurgia"
1750,"Red Ring Sorceress, Theurgia"
1751,"Blue Grimoire, Ars Paulina"
1752,"Blue Time Sorceress, Ars Paulina"
1753,"Green Grimoire, Almadel"
1754,"Green Essence Sorceress, Almadel"
1755,"Yellow Grimoire, Ars Nova"
1756,"Gleaming Light Sorceress, Ars Nova"
1757,"Purple Grimoire, Goetia"
1758,"Black Flying Sorceress, Goetia"
1759,"Dragon Caller, Sonia Gran"
1760,"Dawning Dragon Caller, Sonia Gran"
1761,"Burning Bowl Dragon, Gyundo"
1762,"Fragrant Bowl Dragon, Happo"
1763,"Rich Bowl Dragon, Katsumin"
1764,"Sunrise Bowl Dragon, Gasho"
1765,"Moon Kettle Bowl Dragon, Hagamar"
1766,Mugtea
1767,Mugmil
1768,Mugcha
1769,Mugcorn
1770,Mugcoffee
1771,Galbowl
1772,"Flame Bowl Demon, Galbowl"
1773,Tunabowl
1774,"Sea Bowl Demon, Tunabowl"
1775,Soybowl
1776,"Land Bowl Demon, Soybowl"
1777,Chickenbowl
1778,"Gold Bowl Demon, Chickenbowl"
1779,Sukibowl
1780,"Purple Bowl Demon, Sukibowl"
1781,"Holy Night Santa Claus, Hera"
1782,"Holy Night Divine Elemental, Genie"
1783,"Holy Night Kirin Princess, Sakuya"
1784,"moonbeam fang witch, lilith"
1785,"warrior rose, graceful valkyrie"
1786,"incarnation of suzaku, leilan"
1787,"incarnation of seiryuu, karin"
1788,"incarnation of genbu, meimei"
1789,"incarnation of kirin, sakuya"
1790,"incarnation of byakko, haku"
1791,"war deity of the night, tsukuyomi"
1792,"keeper of the sacred texts, metatron"
1793,"extant red dragon caller, sonia"
1794,rebel seraph lucifer
1795,Nappa
1796,Saiyan - Nappa
1797,Raditz
1798,Saiyan - Raditz
1799,Videl
1800,"Satan's Daughter, Videl"
1801,Gotenks
1802,Super Saiyan - Gotenks
1803,Dende & Porunga
1804,Bulma
1805,"Dragon Ball, One-Star ball"
1806,"Dragon Ball, Three-Star ball"
1807,"Dragon Ball, Four-Star ball"
1808,"Dragon Ball, Six-Star ball"
1809,"Dragon Ball, Seven-Star ball"
1810,"Dragon Ball, Two-Star ball & Five-Star ball"
1811,cao cao
1812,"conquering martial deity, cao cao"
1813,sun quan
1814,"courageous divine general, sun quan"
1815,liu bei
1816,"moral commanding deity, liu bei"
1817,da qiao & xiao qiao
1818,"divine flowers, da qiao & xiao qiao"
1819,lu bu
1820,"divine flying general, lu bu"
1821,guan yu
1822,"valiant & loyal deity, guan yu"
1823,"life dragon, zhuge liang"
1824,"celestial life dragon, zhuge liang"
1825,I Love DeviBear
1826,"Red Angel, Rozuel"
1827,"Red-Winged Star Angel, Rozuel"
1828,"Blue Angel, Famiel"
1829,"Blue-Winged Star Angel, Famiel"
1830,"Green Angel, Ruel"
1831,"Green-Winged Star Angel, Ruel"
1832,"Holy Angel, Ariel"
1833,"Holy-Winged Star Angel, Ariel"
1834,"Dark Angel, Lumiel"
1835,"Dark-Winged Star Angel, Lumiel"
1836,Medjedra
1837,"Guardian of Dark Riches, Medjedra"
1838,"Stubborn Dragon King, Gainaut"
1839,"Lightning Sky Stubborn Dragon King, Gainaut"
1840,"Sea Dragon King, Volsung"
1841,"Giant Arched Sea Dragon King, Volsung"
1842,"Wind Dragon Queen, Linthia"
1843,"Crystal Wind Dragon Queen, Linthia"
1844,"Knight Dragon King, Nordis"
1845,"Unleashed Knight Dragon King, Nordis"
1846,"Phantom Dragon King, Zaerog∞"
1847,"Maleficent Phantom Dragon King, Zaerog∞"
1848,"Angel of Secret Destiny, Elia"
1849,"Psychopomp of Oblivion, Grisar"
1850,Jagi
1851,"Tyrannical Pupil, Jagi"
1852,Amiba
1853,"Hokuto Shinken Imposter, Amiba"
1854,Uighur
1855,"The Warden, Uighur"
1856,"Ken-Oh, Raoh"
1857,"Ruler of the Century's End, Raoh"
1858,Raoh
1859,"Conqueror of the Heavens, Raoh"
1860,Kenshiro
1861,"Hokuto Shinken Master, Kenshiro"
1862,Toki
1863,"Gentle Fist Master, Toki"
1864,Shin
1865,"Nanto Seiken Master, Shin"
1866,Rei
1867,"Nanto Suichoken Master, Rei"
1868,Juda
1869,"Nanto Kokakuken Master, Juda"
1870,Shew
1871,"Nanto Hakuroken Master, Shew"
1872,Thouzer
1873,"Holy Emperor, Thouzer"
1874,Mamiya
1875,"Unrequited Warrior Woman, Mamiya"
1876,zhao yun
1877,"mighty dragon general, zhao yun"
1878,Diagoldos
1879,"Armored Blade Dragon, Diagoldos"
1880,"Ruler of Toyama Bay, Cold Amberjack"
1881,"Twin Blade Brave, Shotel"
1882,"Double-Edged Blade Brave, Claymore"
1883,"Nameless Blade Brave, Masamune"
1884,"Curved Blade Brave, Kopis"
1885,"Massive Blade Brave, Zweihander"
1886,紅蓮華飛速・エキドナロココ
1887,幸七羽毛・ヘッドロココ
1888,神王妃・ヘラマリア
1889,6聖球・サタンマリア
1890,たまドラゼウス
1891,Raoh ChibiDra
1896,Earth Dragon Swordsman
1897,Earth Dragon Knight
1898,Dark Dragon Swordsman
1899,Shadow Dragon Knight
1900,Juggler
1901,"最強装備, Juggler"
1902,究極装備 Thief
1903,"究極装備, Time Mage"
1904,究極装備 Ranger
1905,究極装備 Puppetmaster
1906,究極装備 Fencer
1907,天獄召喚・バハムートヘルヘブン
1908,Red Material
1909,Blue Material
1910,Green Material
1911,Yellow Material
1912,Purple Material
